City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
300,Mbanza-Ngungu,CD,2020-06-24 22:17:28,-5.25,14.87,69.89,75,10,8.28
301,Hualmay,PE,2020-06-24 22:17:28,-11.1,-77.61,64.85,76,51,10.83
302,Xiongzhou,CN,2020-06-24 22:17:28,25.12,114.3,77.77,89,100,3.42
303,Ayan,RU,2020-06-24 22:13:54,56.45,138.17,44.38,92,100,3.06
304,Quelimane,MZ,2020-06-24 22:17:28,-17.88,36.89,66.51,93,7,4.5
305,Vanimo,PG,2020-06-24 22:17:28,-2.67,141.3,79.9,79,57,6.11
306,Mendota,US,2020-06-24 22:17:28,36.75,-120.38,98.6,23,1,8.05
307,Saint-Joseph,RE,2020-06-24 22:17:28,-21.37,55.62,68.0,77,18,6.93
308,Veraval,IN,2020-06-24 22:17:28,20.9,70.37,85.42,75,2,6.58
309,Layou,VC,2020-06-24 22:17:28,13.2,-61.27,84.2,74,75,18.34
310,Santiago Del Estero,AR,2020-06-24 22:17:29,-27.8,-64.26,62.15,59,100,11.18
311,Banda Aceh,ID,2020-06-24 22:17:29,5.56,95.32,79.61,75,77,5.17
312,Pachino,IT,2020-06-24 22:17:29,36.72,15.09,69.01,84,0,1.01
313,Lubao,PH,2020-06-24 22:17:29,14.92,120.55,78.8,88,75,2.24
314,Koslan,RU,2020-06-24 22:17:29,63.46,48.9,39.33,95,86,5.46
315,Mount Isa,AU,2020-06-24 22:13:30,-20.73,139.5,39.2,55,0,12.39
316,Upernavik,GL,2020-06-24 22:14:22,72.79,-56.15,34.9,88,41,1.19
317,Sayyan,YE,2020-06-24 22:17:29,15.17,44.32,66.0,31,97,3.96
318,Half Moon Bay,US,2020-06-24 22:17:29,37.46,-122.43,80.01,53,5,11.41
319,Chardara,KZ,2020-06-24 22:17:29,41.25,67.97,74.08,33,0,2.62
320,Calvillo,MX,2020-06-24 22:17:30,21.85,-102.72,78.8,26,75,10.29
321,San Patricio,MX,2020-06-24 22:17:30,19.22,-104.7,86.0,74,40,9.17
322,Riyadh,SA,2020-06-24 22:16:44,24.69,46.72,86.0,15,0,8.05
323,Mehamn,NO,2020-06-24 22:13:53,71.04,27.85,48.2,76,75,18.34
324,Tuktoyaktuk,CA,2020-06-24 22:14:12,69.45,-133.04,44.6,56,40,4.7
325,Saint George,US,2020-06-24 22:14:57,37.1,-113.58,106.0,7,1,11.41
326,Boralday,KZ,2020-06-24 22:17:30,43.36,76.86,59.0,58,40,6.71
327,Nishihara,JP,2020-06-24 22:14:48,26.18,127.76,80.6,94,90,4.7
328,Marzuq,YE,2020-06-24 22:17:30,14.4,46.47,82.4,34,83,5.14
329,Nanortalik,GL,2020-06-24 22:15:20,60.14,-45.24,44.53,72,100,3.71
330,Zhangjiakou,CN,2020-06-24 22:17:30,40.81,114.88,63.79,67,42,3.4
331,Sokyryany,UA,2020-06-24 22:17:30,48.45,27.42,64.99,92,47,7.0
332,Yumen,CN,2020-06-24 22:17:30,40.28,97.2,62.78,25,22,5.01
333,Ko Samui,TH,2020-06-24 22:17:30,9.54,99.94,83.89,75,97,6.6
334,Kruisfontein,ZA,2020-06-24 22:17:31,-34.0,24.73,60.93,31,0,7.47
335,Pont-Saint-Esprit,FR,2020-06-24 22:17:31,44.25,4.65,72.0,68,0,3.36
336,Giyani,ZA,2020-06-24 22:17:31,-23.3,30.72,54.64,59,0,2.93
337,Kathmandu,NP,2020-06-24 22:17:31,27.72,85.32,71.6,100,75,2.24
338,Nioki,CD,2020-06-24 22:17:31,-2.72,17.68,77.99,47,1,0.38
339,Harbour Breton,CA,2020-06-24 22:17:31,47.48,-55.8,58.68,98,97,4.41
340,Saint-Denis,FR,2020-06-24 22:17:31,48.92,2.33,78.8,49,0,8.05
341,Quime,BO,2020-06-24 22:17:31,-16.98,-67.22,51.91,56,0,4.38
342,Oil City,US,2020-06-24 22:17:31,41.43,-79.71,73.99,52,20,10.29
343,Baherden,TM,2020-06-24 22:17:32,38.44,57.43,85.95,15,0,5.7
344,Haines Junction,CA,2020-06-24 22:13:46,60.75,-137.51,56.34,39,80,11.1
345,Eten,PE,2020-06-24 22:17:32,-6.91,-79.86,71.6,64,94,17.22
346,Fairbanks,US,2020-06-24 22:15:34,64.84,-147.72,59.0,71,40,4.7
347,Aguimes,ES,2020-06-24 22:17:32,27.91,-15.45,73.4,64,40,21.92
348,Uwajima,JP,2020-06-24 22:17:32,33.22,132.56,73.4,83,75,5.82
349,Husavik,IS,2020-06-24 22:17:32,66.04,-17.34,55.4,71,40,20.8
350,Botwood,CA,2020-06-24 22:17:32,49.15,-55.35,79.0,63,24,1.01
351,Lorengau,PG,2020-06-24 22:14:09,-2.02,147.27,83.05,80,3,11.52
352,Ostrovnoy,RU,2020-06-24 22:17:32,68.05,39.51,41.77,87,100,3.6
353,Sao Filipe,CV,2020-06-24 22:17:32,14.9,-24.5,75.78,84,28,5.95
354,Olafsvik,IS,2020-06-24 22:17:33,64.89,-23.71,50.86,82,14,7.63
355,Sarakhs,IR,2020-06-24 22:17:33,36.54,61.16,77.0,27,0,2.24
356,Cervo,ES,2020-06-24 22:17:33,43.67,-7.41,63.0,87,47,4.47
357,Mayumba,GA,2020-06-24 22:17:33,-3.43,10.66,73.6,83,95,6.55
358,Mormugao,IN,2020-06-24 22:17:33,15.4,73.8,80.6,94,40,5.82
359,Puerto Del Rosario,ES,2020-06-24 22:17:33,28.5,-13.86,73.4,69,20,19.46
360,Flin Flon,CA,2020-06-24 22:16:07,54.77,-101.86,80.6,30,75,10.29
361,Kirakira,SB,2020-06-24 22:17:33,-10.45,161.92,82.78,72,4,5.84
362,Kambove,CD,2020-06-24 22:17:33,-10.88,26.6,55.27,55,0,3.87
363,Morant Bay,JM,2020-06-24 22:17:34,17.88,-76.41,87.01,79,20,18.34
364,Ilulissat,GL,2020-06-24 22:13:49,69.22,-51.1,41.0,80,29,5.82
365,Vostok,RU,2020-06-24 22:17:34,46.49,135.88,52.52,100,100,2.55
366,Sweetwater,US,2020-06-24 22:17:34,25.76,-80.37,91.4,59,40,10.29
367,Yenagoa,NG,2020-06-24 22:17:34,4.92,6.26,75.99,93,100,4.47
368,Tessalit,ML,2020-06-24 22:14:42,20.2,1.01,97.3,13,76,6.71
369,Ust-Tsilma,RU,2020-06-24 22:17:34,65.44,52.15,43.12,94,100,7.96
370,Port Blair,IN,2020-06-24 22:14:03,11.67,92.75,81.97,82,76,9.73
371,Mirnyy,RU,2020-06-24 22:17:34,62.54,113.96,57.2,100,40,6.71
372,Necochea,AR,2020-06-24 22:17:34,-38.55,-58.74,48.0,92,100,4.0
373,Gelemso,ET,2020-06-24 22:17:35,8.82,40.52,62.91,84,63,4.36
374,Davila,PH,2020-06-24 22:17:35,18.47,120.58,77.0,94,20,4.09
375,Lapua,FI,2020-06-24 22:15:39,62.97,23.01,63.0,93,51,0.81
376,Lodja,CD,2020-06-24 22:17:35,-3.48,23.43,75.04,50,1,1.81
377,Guiyang,CN,2020-06-24 22:17:35,26.58,106.72,68.0,100,90,4.47
378,Kudahuvadhoo,MV,2020-06-24 22:17:35,2.67,72.89,83.39,77,56,14.07
379,Mackay,AU,2020-06-24 22:14:21,-21.15,149.2,52.0,93,0,4.7
380,Black River,JM,2020-06-24 22:17:35,18.03,-77.85,89.01,74,20,12.75
381,Karasjok,NO,2020-06-24 22:17:36,69.47,25.51,50.0,71,44,11.41
382,Escanaba,US,2020-06-24 22:17:36,45.75,-87.06,72.0,40,90,3.36
383,Lobito,AO,2020-06-24 22:17:36,-12.35,13.55,71.06,74,0,1.7
384,Prince George,CA,2020-06-24 22:17:36,53.92,-122.75,73.99,52,20,6.93
385,The Valley,AI,2020-06-24 22:12:46,18.22,-63.06,87.8,66,20,17.22
386,Saldanha,ZA,2020-06-24 22:17:36,-33.01,17.94,53.6,87,0,5.82
387,Grand Forks,US,2020-06-24 22:14:52,47.93,-97.03,80.6,28,20,0.85
388,Falun,SE,2020-06-24 22:17:36,60.6,15.63,73.4,43,0,5.82
389,Rudbar,AF,2020-06-24 22:17:36,30.15,62.6,83.17,18,0,14.45
390,Portland,US,2020-06-24 22:16:00,45.52,-122.68,78.01,57,75,3.36
391,Santa Vitoria Do Palmar,BR,2020-06-24 22:17:36,-33.52,-53.37,65.12,95,98,4.85
392,Salalah,OM,2020-06-24 22:14:10,17.02,54.09,84.2,83,38,4.7
393,Vardo,NO,2020-06-24 22:17:36,70.37,31.11,48.2,76,91,10.29
394,Bayan,CN,2020-06-24 22:17:36,46.08,127.4,59.95,81,17,3.04
395,Areosa,PT,2020-06-24 22:17:08,41.72,-8.86,64.99,93,75,8.05
396,Savonlinna,FI,2020-06-24 22:17:37,61.87,28.88,64.4,72,100,2.24
397,Anjozorobe,MG,2020-06-24 22:17:37,-18.4,47.87,60.8,87,90,5.82
398,Mabama,TZ,2020-06-24 22:17:37,-5.13,32.53,68.0,68,20,11.41
399,Sioux Lookout,CA,2020-06-24 22:14:27,50.1,-91.92,75.2,33,20,9.17
400,Sarkand,KZ,2020-06-24 22:17:37,45.41,79.92,59.79,34,0,7.18
401,Puerto Maldonado,PE,2020-06-24 22:17:37,-12.6,-69.18,80.4,77,95,2.91
402,Bizhbulyak,RU,2020-06-24 22:17:37,53.7,54.26,48.9,92,80,7.7
403,Jiwani,PK,2020-06-24 22:17:37,25.05,61.74,85.08,78,0,1.92
404,Salvador,SV,2020-06-24 22:17:37,13.83,-88.92,82.4,74,75,14.99
405,Doka,SD,2020-06-24 22:17:37,13.52,35.77,83.3,56,57,13.87
406,Hanyang,CN,2020-06-24 22:17:37,32.14,105.51,71.35,91,76,1.92
407,Naze,JP,2020-06-24 22:17:37,28.37,129.48,80.6,94,75,12.75
408,Mindelo,CV,2020-06-24 22:17:38,16.89,-24.98,77.0,78,75,17.22
409,Pangody,RU,2020-06-24 22:17:38,65.85,74.49,50.4,83,99,7.54
410,Carthage,TN,2020-06-24 22:17:38,36.86,10.33,77.0,53,20,8.05
411,Turukhansk,RU,2020-06-24 22:17:38,65.82,87.98,55.54,81,28,1.5
412,Sainte-Rose,GP,2020-06-24 22:17:38,16.33,-61.7,80.6,78,21,12.75
413,Beroroha,MG,2020-06-24 22:17:38,-21.67,45.17,68.72,70,0,2.95
414,Vao,NC,2020-06-24 22:15:36,-22.67,167.48,70.32,62,25,13.0
415,Grindavik,IS,2020-06-24 22:17:38,63.84,-22.43,48.2,87,75,8.05
416,Zalantun,CN,2020-06-24 22:17:38,48.0,122.72,54.61,76,14,8.61
417,Broken Hill,AU,2020-06-24 22:17:38,-31.95,141.43,37.4,86,0,3.36
418,Bam,IR,2020-06-24 22:17:39,29.11,58.36,86.07,14,0,12.1
419,Qujing,CN,2020-06-24 22:17:39,25.48,103.78,59.32,92,100,1.05
420,Santander,ES,2020-06-24 22:15:38,43.46,-3.8,68.0,82,99,2.24
421,Laguna,US,2020-06-24 22:14:56,38.42,-121.42,97.0,30,1,4.7
422,Aktau,KZ,2020-06-24 22:17:39,43.65,51.2,77.0,47,1,4.47
423,Shunyi,CN,2020-06-24 22:17:39,40.12,116.65,78.01,88,100,4.5
424,Bathsheba,BB,2020-06-24 22:17:39,13.22,-59.52,84.2,70,40,23.04
425,La Rioja,ES,2020-06-24 22:17:39,42.25,-2.5,61.47,73,100,2.17
426,Rio Bueno,CL,2020-06-24 22:17:39,-40.32,-72.97,46.4,75,3,4.7
427,Storforshei,NO,2020-06-24 22:17:39,66.4,14.52,55.0,81,100,4.0
428,San Lorenzo,PY,2020-06-24 22:17:40,-25.33,-57.53,78.8,61,100,8.05
429,Lavrentiya,RU,2020-06-24 22:14:10,65.58,-171.0,39.25,70,100,8.46
430,Jizan,SA,2020-06-24 22:17:40,17.33,42.67,91.4,70,92,6.93
431,Terra Rica,BR,2020-06-24 22:17:40,-22.71,-52.62,69.17,64,92,7.7
432,San Jeronimo,PE,2020-06-24 22:17:40,-11.95,-75.28,60.19,39,55,5.19
433,Taft,IR,2020-06-24 22:17:40,31.75,54.21,87.8,15,0,2.24
434,Ossora,RU,2020-06-24 22:17:40,59.24,163.07,63.43,56,48,6.6
435,Barcelos,PT,2020-06-24 22:14:50,41.54,-8.62,62.01,93,75,8.05
436,Lazaro Cardenas,MX,2020-06-24 22:17:40,17.96,-102.2,83.14,74,10,16.4
437,Geraldton,AU,2020-06-24 22:17:40,-28.77,114.6,55.4,71,3,9.17
438,Traverse City,US,2020-06-24 22:16:52,44.76,-85.62,69.8,52,75,14.99
439,Trinidad,BO,2020-06-24 22:17:40,-14.83,-64.9,80.78,69,95,4.85
440,Dawlatabad,AF,2020-06-24 22:17:40,36.41,64.91,79.12,17,0,3.18
441,Tandil,AR,2020-06-24 22:15:43,-37.32,-59.13,50.0,54,95,5.99
442,Vila Franca Do Campo,PT,2020-06-24 22:17:41,37.72,-25.43,60.8,72,20,4.7
443,Taltal,CL,2020-06-24 22:17:41,-25.4,-70.48,58.41,76,76,3.83
444,Sinnar,SD,2020-06-24 22:14:12,13.57,33.57,85.57,45,95,12.28
445,San Rafael,AR,2020-06-24 22:17:41,-34.62,-68.33,45.61,57,57,2.59
446,Tondano,ID,2020-06-24 22:17:41,1.3,124.91,75.2,94,40,1.97
447,Ushtobe,KZ,2020-06-24 22:17:41,45.25,77.98,62.71,48,2,4.97
448,San Jose,US,2020-06-24 22:15:34,37.34,-121.89,91.99,42,20,5.82
449,Bony,HU,2020-06-24 22:15:07,47.65,17.87,55.4,87,0,5.82
450,Pulandian,CN,2020-06-24 22:17:41,39.4,121.97,68.0,88,40,4.47
451,Lanzhou,CN,2020-06-24 22:17:42,36.06,103.79,68.0,91,24,1.28
452,Quatre Cocos,MU,2020-06-24 22:17:42,-20.21,57.76,71.6,83,40,9.17
453,Maraba,BR,2020-06-24 22:17:42,-5.37,-49.12,89.6,52,20,3.36
454,Azare,NG,2020-06-24 22:17:42,11.68,10.19,86.52,54,95,18.32
455,Kajaani,FI,2020-06-24 22:17:42,64.23,27.73,62.6,77,69,2.24
456,Beloha,MG,2020-06-24 22:17:42,-25.17,45.05,62.29,94,2,7.65
457,Payo,ID,2020-06-24 22:17:42,-3.75,103.64,70.16,89,86,1.03
458,Yar-Sale,RU,2020-06-24 22:14:12,66.83,70.83,45.97,68,45,7.58
459,Monrovia,LR,2020-06-24 22:14:51,6.3,-10.8,78.8,94,75,3.36
460,Luorong,CN,2020-06-24 22:17:42,24.41,109.61,76.39,95,100,6.78
461,Anadyr,RU,2020-06-24 22:17:42,64.75,177.48,42.01,93,75,15.66
462,Santa Rosa,PH,2020-06-24 22:17:42,14.31,121.11,82.4,83,20,1.12
463,Tura,IN,2020-06-24 22:17:42,25.52,90.22,75.34,93,100,6.55
464,Malappuram,IN,2020-06-24 22:17:43,11.07,76.07,77.0,88,75,3.36
465,Sidi Ali,DZ,2020-06-24 22:17:43,36.1,0.42,75.06,59,16,3.83
466,Bima,ID,2020-06-24 22:17:43,-8.47,118.72,71.22,88,91,3.94
467,Biak,ID,2020-06-24 22:17:43,-0.91,122.88,76.12,84,100,7.4
468,Tanhacu,BR,2020-06-24 22:17:43,-14.02,-41.25,70.7,63,24,1.95
469,Talnakh,RU,2020-06-24 22:15:00,69.49,88.4,55.4,76,77,4.47
470,Huarmey,PE,2020-06-24 22:14:18,-10.07,-78.15,65.68,75,71,9.17
471,Eirunepe,BR,2020-06-24 22:15:27,-6.66,-69.87,80.6,79,89,3.42
472,Harper,LR,2020-06-24 22:17:43,4.38,-7.72,76.42,84,46,8.05
473,Muros,ES,2020-06-24 22:14:17,42.78,-9.06,64.0,82,60,8.01
474,Lumphat,KH,2020-06-24 22:17:43,13.49,106.98,74.66,97,74,1.14
475,Petrov Val,RU,2020-06-24 22:17:43,50.14,45.21,59.32,89,26,8.43
476,Minab,IR,2020-06-24 22:14:43,27.15,57.08,89.6,66,20,2.24
477,Clonakilty,IE,2020-06-24 22:17:43,51.62,-8.87,61.0,87,40,11.41
478,Tual,ID,2020-06-24 22:15:30,-5.67,132.75,79.86,81,72,22.28
479,Sao Joao Da Barra,BR,2020-06-24 22:14:29,-21.64,-41.05,73.4,78,12,11.41
480,Baillif,GP,2020-06-24 22:17:44,16.02,-61.75,80.6,78,8,12.75
481,Peniche,PT,2020-06-24 22:17:44,39.36,-9.38,64.99,82,39,11.01
482,Qax,AZ,2020-06-24 22:17:44,41.42,46.92,80.6,42,0,11.41
483,Americus,US,2020-06-24 22:17:44,32.07,-84.23,73.4,88,100,11.16
484,Brae,GB,2020-06-24 22:17:44,60.4,-1.35,51.8,87,41,10.29
485,Port Hedland,AU,2020-06-24 22:17:44,-20.32,118.57,55.4,82,0,8.05
486,Rudolstadt,DE,2020-06-24 22:17:44,50.72,11.33,62.01,76,18,1.66
487,Skjervoy,NO,2020-06-24 22:17:44,70.03,20.97,50.52,74,38,7.25
488,Slavsk,RU,2020-06-24 22:17:45,55.04,21.68,62.01,87,0,5.08
489,Zhigansk,RU,2020-06-24 22:15:08,66.77,123.37,67.86,56,31,11.14
490,Kongolo,CD,2020-06-24 22:14:25,-5.38,27.0,73.94,51,17,3.65
491,Novobirilyussy,RU,2020-06-24 22:17:45,56.95,90.67,59.09,96,95,3.71
492,Kangaba,ML,2020-06-24 22:17:45,11.93,-8.42,80.08,59,81,6.91
493,Mwinilunga,ZM,2020-06-24 22:17:45,-11.74,24.43,52.86,48,0,3.62
494,Ardakan,IR,2020-06-24 22:17:45,32.31,54.02,87.8,15,0,2.24
495,Kholodnyy,RU,2020-06-24 22:17:45,62.72,147.95,69.69,48,4,0.51
496,Ponta Delgada,PT,2020-06-24 22:17:45,37.73,-25.67,60.8,72,20,4.7
497,Mhango,TZ,2020-06-24 22:17:45,-3.28,32.85,68.77,60,75,8.48
498,Aquiraz,BR,2020-06-24 22:14:19,-3.9,-38.39,78.8,74,90,5.82
499,Okha,RU,2020-06-24 22:17:45,53.57,142.95,44.92,89,100,14.7
500,Namasuba,UG,2020-06-24 22:17:45,0.69,32.42,62.2,86,5,1.36
501,Wonthaggi,AU,2020-06-24 22:17:46,-38.6,145.59,53.01,93,98,12.35
502,Egvekinot,RU,2020-06-24 22:17:46,66.32,-179.17,33.55,97,100,3.36
503,Xinyang,CN,2020-06-24 22:17:46,32.12,114.07,73.49,86,0,3.87
504,Coruripe,BR,2020-06-24 22:17:46,-10.13,-36.18,75.2,84,15,9.37
505,Westport,US,2020-06-24 22:17:10,41.14,-73.36,84.99,46,23,9.6
506,Isoka,ZM,2020-06-24 22:17:46,-10.16,32.63,55.67,95,8,1.1
507,Andenes,NO,2020-06-24 22:17:46,69.31,16.12,51.8,87,88,4.7
508,Hami,CN,2020-06-24 22:14:33,42.8,93.45,80.85,19,99,13.87
509,Bintulu,MY,2020-06-24 22:17:46,3.17,113.03,77.0,94,40,2.24
510,Woodstock,CA,2020-06-24 22:16:41,43.13,-80.75,66.2,59,75,6.93
511,Havoysund,NO,2020-06-24 22:17:46,71.0,24.66,46.4,87,0,11.41
512,Kargasok,RU,2020-06-24 22:17:47,59.06,80.86,51.94,84,100,4.18
513,Nachingwea,TZ,2020-06-24 22:17:47,-10.38,38.77,64.89,90,0,3.91
514,Teya,RU,2020-06-24 22:17:47,60.38,92.63,61.36,82,100,1.68
515,Aksu,CN,2020-06-24 22:17:47,41.12,80.26,74.16,32,92,7.43
516,Ormara,PK,2020-06-24 22:17:47,25.21,64.64,85.95,80,20,6.6
517,La Ronge,CA,2020-06-24 22:17:47,55.1,-105.28,66.2,88,75,3.36
518,Toora-Khem,RU,2020-06-24 22:17:47,52.47,96.11,51.93,75,0,0.87
519,Coahuayana,MX,2020-06-24 22:17:47,18.73,-103.68,82.4,69,75,17.22
520,Waipawa,NZ,2020-06-24 22:17:47,-41.41,175.52,52.0,71,100,4.0
521,Acajutla,SV,2020-06-24 22:17:47,13.59,-89.83,89.6,52,20,4.7
522,Van Wert,US,2020-06-24 22:14:28,40.87,-84.58,78.8,31,75,9.17
523,Ahipara,NZ,2020-06-24 22:17:47,-35.17,173.17,58.91,87,35,5.53
524,Pangai,TO,2020-06-24 22:17:48,-19.8,-174.35,78.8,74,20,8.05
525,Soyo,AO,2020-06-24 22:17:48,-6.13,12.37,73.67,84,13,6.04
526,Newport,GB,2020-06-24 22:17:34,51.59,-3.0,73.0,71,0,6.42
527,Sorong,ID,2020-06-24 22:17:48,-0.88,131.25,78.22,88,100,9.93
528,Ixtapa,MX,2020-06-24 22:17:48,20.7,-105.2,86.0,74,75,17.22
529,Kysyl-Syr,RU,2020-06-24 22:17:48,63.9,122.76,68.41,60,8,6.46
530,Vilyuysk,RU,2020-06-24 22:17:48,63.76,121.62,69.53,52,12,2.48
531,Muncar,ID,2020-06-24 22:17:48,-8.43,114.33,73.47,84,97,2.75
532,Yelatma,RU,2020-06-24 22:17:48,54.97,41.75,50.54,74,0,7.27
533,Pacific Grove,US,2020-06-24 22:17:48,36.62,-121.92,66.2,68,1,13.87
534,Smithers,CA,2020-06-24 22:15:01,54.78,-127.17,68.0,42,40,10.29
535,Prince Rupert,CA,2020-06-24 22:14:02,54.32,-130.32,57.2,76,1,9.17
536,Sinfra,CI,2020-06-24 22:17:48,6.62,-5.92,72.16,97,18,3.36
537,Luwuk,ID,2020-06-24 22:17:49,-0.95,122.79,76.64,80,100,5.97
538,Khairpur Nathan Shah,PK,2020-06-24 22:17:49,27.09,67.73,97.21,40,64,12.66
539,Sobolevo,RU,2020-06-24 22:13:51,54.43,31.9,60.67,77,3,4.61
540,Sao Gabriel Da Cachoeira,BR,2020-06-24 22:17:49,-0.13,-67.09,77.72,95,94,2.71
541,Aberdeen,GB,2020-06-24 22:17:49,57.14,-2.1,57.99,87,3,2.24
542,Luwero,UG,2020-06-24 22:17:49,0.85,32.47,63.68,82,2,1.66
543,Mehriz,IR,2020-06-24 22:17:49,31.59,54.43,87.8,15,0,2.24
544,Dubrovka,RU,2020-06-24 22:17:49,53.69,33.51,59.47,86,0,6.62
545,Date,JP,2020-06-24 22:17:49,42.47,140.87,60.44,79,100,9.93
546,Inhambane,MZ,2020-06-24 22:17:49,-23.86,35.38,66.27,77,11,6.24
547,Tapalpa,MX,2020-06-24 22:17:49,19.95,-103.77,65.43,80,100,4.76
548,Chapleau,CA,2020-06-24 22:17:49,47.84,-83.4,51.8,100,90,10.29
549,Santa Maria,BR,2020-06-24 22:17:50,-29.68,-53.81,80.6,47,75,10.29
550,Severodvinsk,RU,2020-06-24 22:17:50,64.56,39.83,44.6,93,20,3.15
551,Wanning,CN,2020-06-24 22:17:50,18.8,110.4,82.44,88,100,12.59
552,Ippy,CF,2020-06-24 22:17:50,6.27,21.22,70.83,95,89,1.83
553,Two Hills,CA,2020-06-24 22:17:50,53.72,-111.75,69.85,55,100,2.08
554,Adrar,MR,2020-06-24 22:17:50,20.5,-10.07,99.07,13,2,2.98
555,Miri,MY,2020-06-24 22:13:29,4.41,114.01,77.0,94,90,8.05
556,Kansanshi,ZM,2020-06-24 22:17:50,-12.1,26.43,52.56,52,0,3.18
557,Dunedin,NZ,2020-06-24 22:17:50,-45.87,170.5,46.99,93,99,12.71
558,Nuuk,GL,2020-06-24 22:17:50,64.18,-51.72,44.6,70,80,4.7
559,Namatanai,PG,2020-06-24 22:17:50,-3.67,152.43,82.24,71,48,7.05
560,Nadadores,MX,2020-06-24 22:17:50,27.05,-101.6,41.0,86,75,28.86
561,Hambantota,LK,2020-06-24 22:17:50,6.12,81.12,77.0,100,90,2.24
562,Nokaneng,BW,2020-06-24 22:17:51,-19.67,22.27,51.44,46,0,6.2
563,Izhma,RU,2020-06-24 22:17:51,65.01,53.91,42.67,95,100,7.61
564,Shihezi,CN,2020-06-24 22:17:51,44.3,86.03,71.65,40,99,2.91
565,Honiara,SB,2020-06-24 22:17:51,-9.43,159.95,77.0,83,20,5.82
566,Broome,US,2020-06-24 22:17:51,42.25,-75.83,73.99,46,20,9.17
567,Charters Towers,AU,2020-06-24 22:17:52,-20.1,146.27,57.49,68,0,3.2
568,Rockhampton,AU,2020-06-24 22:17:52,-23.38,150.5,48.2,81,0,3.67
569,Srednekolymsk,RU,2020-06-24 22:14:04,67.45,153.68,73.22,28,62,5.37
570,Ulladulla,AU,2020-06-24 22:17:52,-35.35,150.47,50.0,76,2,12.75
571,Qostanay,KZ,2020-06-24 22:17:52,53.17,63.58,50.0,81,86,6.71
572,Tezu,IN,2020-06-24 22:17:52,27.92,96.17,75.38,87,100,2.21
